,website,202409,202408,202407,202406,202405,202404,202403,202402,202401,202312,202311,202310,202309,202308,202307,202306,202305,202304,202303,202302,202301,202212,202211,202210,202209,202208,202207,202206,202205,202204,202203,202202,202201,202112,202111,202110,202109,202108,202107,202106,202105,202104,202103,202102,202101,202012,202011,202010,202009,202008,202007,202006,202005,202004,202003,202002,202001,201912,201911,201910,201909
413,huffpost.com,[],[],[],[],[],[],[],[],[],[],[],['1621685564716533'],['1621685564716533'],[],[],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],[],[],[],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],['1621685564716533'],[],[],[],[],[],[],[],[],"['1621685564716533', '1043018625788392']","['1621685564716533', '1043018625788392']","['1621685564716533', '1043018625788392']"
414,mlb.com,"['284946448544018', '2102816706414646', '2892474421069407', '1737068226554254', '1532627770340759', '764438480408168']","['284946448544018', '2102816706414646', '2892474421069407', '1737068226554254', '1532627770340759', '764438480408168']","['284946448544018', '1737068226554254', '2102816706414646', '2892474421069407']",['2102816706414646'],"['284946448544018', '1737068226554254', '2102816706414646', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']",[],"['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']",[],"['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254', '2892474421069407']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']",[],"['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']","['284946448544018', '1737068226554254']"
415,accor.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
416,apple.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
417,slashdot.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
418,mintegral.net,[],[],[],,[],[],[],,,[],,,[],,,,,[],,[],,,,[],[],,[],,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,,
419,cmediahub.ru,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,serveriai.lt,[],[],[],[],[],[],[],[],[],[],[],,[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[]
421,hs-analytics.net,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,lenta.ru,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
423,epa.gov,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
424,tmz.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
425,usembassy.gov,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
426,aarp.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1468083936810812'],['1468083936810812'],['1468083936810812'],[],['1468083936810812'],[],"['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']",['1468083936810812'],[],['1468083936810812'],[],"['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']",['1468083936810812'],['1468083936810812'],['1468083936810812'],[],['1468083936810812'],"['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']","['829917943733816', '1468083936810812']",[],"['829917943733816', '1468083936810812']",[],"['829917943733816', '1468083936810812']",['1468083936810812'],['1468083936810812'],['1468083936810812']
427,ning.com,['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],[],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],[],[],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],[],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023'],[],['1847597742173023'],['1847597742173023'],['1847597742173023'],['1847597742173023']
428,net-line.pro,,[],[],[],[],[],,,,,[],,[],,,[],,,,,,,[],,,[],,[],,[],[],,[],[],,,[],,,,,,,,,,,,,,,,[],,[],[],[],[],[],[],[]
429,binance.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],
430,orcid.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
431,adriver.ru,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
432,ezoicns.com,,,,,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
433,createjs.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
434,kinopoisk.ru,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
435,ted.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
436,gatech.edu,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
437,nokia.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['931565110551170'],['931565110551170'],[],[],[],[]
438,ctvnews.ca,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
439,browser-intake-datadoghq.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,squarespace.com,['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],[],['1407587539516826'],[],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826'],['1407587539516826']
441,google.ie,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
442,theverge.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
443,notamedia.ru,[],[],,[],[],[],[],,,[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
444,tn.gov,[],[],[],[],[],[],[],[],[],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],['2559989274289185'],[],[],[],[],[],[],[],[],[],[],[]
445,sonobi.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
446,intercom.io,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
447,ay.delivery,,,,[],[],[],,,,,,,,,,,,,[],,,,,,,,,,,,,,,[],[],[],[],,[],[],[],,,[],,,,,,,,,,,,,,,,,
448,plala.or.jp,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
449,wasabisys.com,[],[],[],,[],[],,,[],,[],,,,,,,,[],,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,[],[],,,,,,,[],,,,,[],[],[],,[],[],[],[],[],[],
450,kickstarter.com,[],[],['421460726961064'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
451,yahoo.co.jp,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
452,google.hr,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
453,health.mil,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
454,reasonsecurity.com,[],[],[],[],[],[],,[],[],,,,,,[],[],[],[],[],[],,,['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],,,['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],,['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],,['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],[],['560907661081991'],['560907661081991'],,['560907661081991'],['560907661081991'],['560907661081991'],['560907661081991'],
455,doubleclick.net,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
456,scorecardresearch.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
457,windowsupdate.com,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
458,markmonitor.com,[],[],[],[],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],[],['603674436704970'],['603674436704970'],['603674436704970'],[],"['603674436704970', '617705873568362']",[],"['603674436704970', '617705873568362']",[],['603674436704970'],[],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],[],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],[],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970'],['603674436704970']
459,freshdesk.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['463211681285603', '859186947513539', '1048649365169027', '424906021678017']",[],"['463211681285603', '859186947513539', '1048649365169027', '424906021678017']","['463211681285603', '859186947513539', '1048649365169027', '424906021678017']",[],"['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '859186947513539', '1048649365169027', '424906021678017']",[],"['463211681285603', '859186947513539', '1048649365169027', '424906021678017']","['463211681285603', '859186947513539', '1048649365169027', '424906021678017']",[],[],[],[],[],[],"['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027']","['463211681285603', '859186947513539', '1048649365169027']","['463211681285603', '1048649365169027', '424906021678017']","['463211681285603', '1048649365169027']","['463211681285603', '859186947513539', '1048649365169027']","['859186947513539', '424906021678017']",['859186947513539'],['859186947513539'],['859186947513539'],['859186947513539'],['859186947513539'],['859186947513539']
460,uribl.com,,[],[],[],[],[],[],[],[],,[],,,[],,[],[],,[],[],[],[],,[],[],[],,[],[],[],[],[],[],[],[],,,[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],[],[]
461,bilibili.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
462,localytics.com,[],,,[],[],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
463,intuit.com,['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],[],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],['1827482914219447'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
464,digitaltrends.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1126116617416556'],[],['1126116617416556'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1126116617416556'],[],['1126116617416556'],[],[],[],[],[]
465,upravel.com,,[],[],,[],[],[],[],[],[],[],,[],[],,[],,[],[],,[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,[],,[],[],[],[],,,,,,[],[],[],[],[],,,[],,[],[]
466,dbankcloud.com,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,gcdn.co,,,,[],[],,,,,,,[],,,,,,,[],,,,,,,,,,,,,[],,[],,[],,[],,,,,,,,,,[],,,,,[],,[],,,[],,,
468,walgreens.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1552416341683379'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1552416341683379'],['1552416341683379'],['1552416341683379']
469,360yield.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
470,belkin.com,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
471,mcafee.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
472,run.app,[],[],[],,[],[],[],[],,[],,,,,,,[],[],,,,,,,[],,[],,,,,,,[],,,,[],[],,,,,[],[],,,,,,,,[],,,,,,,,
473,comcast.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
474,galaxydata.ru,[],[],[],[],[],[],[],[],,,,[],,,[],,,,[],,[],,,[],[],,[],[],,[],[],[],,[],[],[],,[],,,[],[],[],,[],,[],[],[],[],[],[],[],,,[],,[],,[],
475,hindustantimes.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
476,slack.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],[],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182'],['406609519531182']
477,breitbart.com,[],[],[],[],[],[],[],[],[],[],[],['296280873867140'],['296280873867140'],[],[],[],[],[],['296280873867140'],[],[],[],[],[],[],[],[],['296280873867140'],['296280873867140'],[],['296280873867140'],[],[],[],['296280873867140'],[],[],[],[],[],['296280873867140'],[],[],['296280873867140'],[],['296280873867140'],['296280873867140'],[],['296280873867140'],['296280873867140'],[],['296280873867140'],['296280873867140'],[],['296280873867140'],['296280873867140'],['296280873867140'],[],[],['296280873867140'],[]
478,dribbble.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['2133102923606914'],['2133102923606914'],['2133102923606914'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],[],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914'],['2133102923606914']
479,vanityfair.com,[],[],[],[],[],[],"['308421316188035', '228464857488266']",[],[],['228464857488266'],['228464857488266'],[],['228464857488266'],[],[],[],[],[],['228464857488266'],[],[],[],['228464857488266'],['228464857488266'],[],[],['228464857488266'],['228464857488266'],['228464857488266'],[],[],[],['228464857488266'],[],[],[],[],[],[],[],[],[],['228464857488266'],[],['228464857488266'],[],[],[],[],[],['228464857488266'],[],[],[],[],[],[],[],[],[],[]
480,nginx.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1894776040567022'],[],['1894776040567022'],[],['1894776040567022'],[],['1894776040567022'],['1894776040567022'],[],[],['1894776040567022'],[],[],[],[],[],[],[],['1894776040567022'],['1894776040567022'],['1894776040567022'],[],[],['1894776040567022'],['1894776040567022'],[],['1894776040567022'],[],[],[],['1894776040567022'],[],[],['1894776040567022'],['1894776040567022'],[],['1894776040567022'],['1894776040567022']
481,att.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
482,faqs.org,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,[],[]
483,cbsnews.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
484,ebay.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
485,amazon.it,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
486,gap.com,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
